Date,Product,Category,Quantity Sold,Unit Price,Total Revenue,Region,Profit
2024-01-10,Tablet,Electronics,30,329,9870,South,3870
2024-02-21,Keyboard,Accessories,7,51,357,North,-1043
2024-02-08,TV,Electronics,16,844,13504,East,10304
2024-01-02,Headphones,Accessories,26,97,2522,North,-2678
2024-01-18,Headphones,Accessories,36,28,1008,East,-6192
2024-01-20,Smartwatch,Wearables,15,224,3360,East,360
2024-02-21,Smartwatch,Wearables,27,222,5994,North,594
2024-02-16,Mouse,Accessories,14,66,924,North,-1876
2024-02-12,Tablet,Electronics,32,839,26848,East,20448
2024-02-20,Keyboard,Accessories,25,52,1300,East,-3700
2024-02-26,Mouse,Accessories,14,31,434,West,-2366
2024-01-11,Mouse,Accessories,23,80,1840,North,-2760
2024-02-05,Smartwatch,Wearables,41,260,10660,West,2460
2024-02-11,Smartphone,Electronics,11,888,9768,East,7568
2024-02-11,Laptop,Electronics,6,1061,6366,North,5166
2024-01-28,Mouse,Accessories,16,6,96,West,-3104
2024-02-18,TV,Electronics,3,941,2823,East,2223
2024-02-03,Tablet,Electronics,14,545,7630,North,4830
2024-02-27,Laptop,Electronics,3,726,2178,South,1578
2024-03-01,Smartphone,Electronics,32,363,11616,East,5216
2024-01-14,Keyboard,Accessories,47,96,4512,East,-4888
2024-01-25,Smartphone,Electronics,29,435,12615,East,6815
2024-01-04,Smartphone,Electronics,16,753,12048,West,8848
2024-02-15,Laptop,Electronics,34,860,29240,East,22440
2024-01-06,Tablet,Electronics,7,801,5607,West,4207
2024-02-18,Headphones,Accessories,22,130,2860,South,-1540
2024-01-11,Laptop,Electronics,27,1464,39528,South,34128
2024-02-28,Mouse,Accessories,19,68,1292,South,-2508
2024-01-31,Keyboard,Accessories,32,12,384,West,-6016
2024-01-23,Mouse,Accessories,14,24,336,South,-2464
2024-01-06,Smartwatch,Wearables,30,108,3240,North,-2760
2024-02-04,Headphones,Accessories,22,68,1496,East,-2904
2024-01-24,Smartphone,Electronics,39,1020,39780,North,31980
2024-01-19,Laptop,Electronics,49,854,41846,South,32046
2024-01-03,Mouse,Accessories,8,44,352,South,-1248
2024-02-06,Laptop,Electronics,30,1227,36810,South,30810
2024-01-24,Keyboard,Accessories,38,11,418,South,-7182
2024-02-26,Headphones,Accessories,19,59,1121,East,-2679
2024-02-15,TV,Electronics,36,854,30744,West,23544
2024-01-22,TV,Electronics,32,2010,64320,East,57920
2024-01-18,Laptop,Electronics,14,1077,15078,South,12278
2024-02-06,Mouse,Accessories,30,51,1530,East,-4470
2024-02-07,TV,Electronics,38,1796,68248,East,60648
2024-01-16,Keyboard,Accessories,5,92,460,East,-540
2024-01-09,Smartphone,Electronics,26,550,14300,North,9100
2024-03-01,TV,Electronics,29,2011,58319,East,52519
2024-03-01,Laptop,Electronics,25,1287,32175,East,27175
2024-02-02,Mouse,Accessories,6,37,222,West,-978
2024-02-20,Smartwatch,Wearables,34,379,12886,South,6086
2024-01-08,Keyboard,Accessories,47,67,3149,South,-6251
2024-01-26,Smartphone,Electronics,18,443,7974,North,4374
2024-02-28,Keyboard,Accessories,37,30,1110,West,-6290
2024-01-13,Headphones,Accessories,12,34,408,South,-1992
2024-01-24,Headphones,Accessories,43,139,5977,North,-2623
2024-01-28,Headphones,Accessories,48,27,1296,South,-8304
2024-02-19,TV,Electronics,29,2085,60465,West,54665
2024-02-29,Headphones,Accessories,18,88,1584,East,-2016
2024-01-27,TV,Electronics,27,753,20331,West,14931
2024-01-20,Tablet,Electronics,12,475,5700,West,3300
2024-02-06,TV,Electronics,48,1984,95232,West,85632
2024-01-13,TV,Electronics,32,544,17408,South,11008
2024-01-07,Smartwatch,Wearables,27,299,8073,North,2673
2024-01-25,TV,Electronics,10,845,8450,East,6450
2024-02-01,Smartphone,Electronics,49,830,40670,West,30870
2024-02-09,Smartphone,Electronics,4,560,2240,West,1440
2024-01-03,Keyboard,Accessories,38,71,2698,South,-4902
2024-01-05,Smartwatch,Wearables,34,363,12342,South,5542
2024-01-12,Keyboard,Accessories,46,28,1288,West,-7912
2024-02-20,Mouse,Accessories,7,34,238,East,-1162
2024-01-05,TV,Electronics,45,2346,105570,West,96570
2024-02-15,Laptop,Electronics,31,957,29667,North,23467
2024-01-14,Keyboard,Accessories,7,55,385,East,-1015
2024-01-05,Tablet,Electronics,6,396,2376,North,1176
2024-01-13,Smartphone,Electronics,9,449,4041,West,2241
2024-01-13,Keyboard,Accessories,25,48,1200,North,-3800
2024-02-19,Mouse,Accessories,44,57,2508,South,-6292
2024-01-14,Smartphone,Electronics,13,384,4992,East,2392
2024-01-21,Smartwatch,Wearables,26,261,6786,North,1586
2024-02-12,Mouse,Accessories,21,52,1092,South,-3108
2024-01-28,Smartwatch,Wearables,35,55,1925,South,-5075
2024-01-08,Headphones,Accessories,13,87,1131,East,-1469
2024-02-18,Tablet,Electronics,1,356,356,East,156
2024-01-23,Mouse,Accessories,2,60,120,West,-280
2024-02-24,TV,Electronics,39,1605,62595,West,54795
2024-02-28,Smartwatch,Wearables,21,109,2289,North,-1911
2024-01-13,Tablet,Electronics,25,800,20000,South,15000
2024-02-13,Mouse,Accessories,30,23,690,North,-5310
2024-01-03,Tablet,Electronics,41,477,19557,South,11357
2024-01-19,Mouse,Accessories,30,33,990,North,-5010
2024-02-03,Keyboard,Accessories,17,72,1224,North,-2176
2024-02-08,Laptop,Electronics,3,890,2670,East,2070
2024-01-25,Headphones,Accessories,35,57,1995,North,-5005
2024-01-28,Smartwatch,Wearables,42,164,6888,West,-1512
2024-01-06,Laptop,Electronics,17,1293,21981,North,18581
2024-02-01,Laptop,Electronics,38,794,30172,East,22572
2024-02-25,Laptop,Electronics,39,1374,53586,South,45786
2024-01-09,Headphones,Accessories,1,128,128,North,-72
2024-01-16,Mouse,Accessories,38,22,836,East,-6764
2024-02-14,Tablet,Electronics,12,382,4584,East,2184
2024-02-03,Headphones,Accessories,6,79,474,East,-726
2024-02-19,Tablet,Electronics,25,586,14650,South,9650
2024-02-24,Tablet,Electronics,45,552,24840,West,15840
2024-01-08,Tablet,Electronics,10,425,4250,North,2250
2024-01-09,Smartwatch,Wearables,4,170,680,North,-120
2024-02-02,Laptop,Electronics,17,1147,19499,South,16099
2024-02-08,Tablet,Electronics,36,458,16488,West,9288
2024-01-06,Headphones,Accessories,5,50,250,East,-750
2024-02-23,Mouse,Accessories,12,25,300,East,-2100
2024-01-30,Laptop,Electronics,30,1452,43560,West,37560
2024-02-16,Laptop,Electronics,28,754,21112,South,15512
2024-01-10,Mouse,Accessories,20,29,580,South,-3420
2024-01-27,TV,Electronics,40,647,25880,East,17880
2024-02-18,Keyboard,Accessories,3,20,60,West,-540
2024-01-29,Smartphone,Electronics,21,1136,23856,North,19656
2024-01-09,Headphones,Accessories,39,22,858,North,-6942
2024-02-26,TV,Electronics,30,2393,71790,East,65790
2024-02-17,Tablet,Electronics,36,363,13068,North,5868
2024-02-08,Headphones,Accessories,6,102,612,West,-588
2024-01-22,Smartwatch,Wearables,47,318,14946,East,5546
2024-01-26,Keyboard,Accessories,25,97,2425,West,-2575
2024-02-17,Tablet,Electronics,8,453,3624,South,2024
2024-01-08,Laptop,Electronics,29,785,22765,South,16965
2024-01-23,Smartwatch,Wearables,20,121,2420,North,-1580
2024-01-08,Tablet,Electronics,50,779,38950,East,28950
2024-02-10,TV,Electronics,25,2077,51925,North,46925
2024-01-15,Smartphone,Electronics,33,501,16533,South,9933
2024-02-05,Tablet,Electronics,37,885,32745,South,25345
2024-01-25,Tablet,Electronics,17,406,6902,South,3502
2024-01-08,Tablet,Electronics,42,681,28602,West,20202
2024-02-23,Keyboard,Accessories,39,55,2145,South,-5655
2024-01-09,TV,Electronics,9,1659,14931,West,13131
2024-01-08,Tablet,Electronics,28,261,7308,West,1708
2024-01-02,Tablet,Electronics,49,757,37093,East,27293
2024-02-24,Laptop,Electronics,23,842,19366,South,14766
2024-01-10,Smartphone,Electronics,13,1089,14157,West,11557
2024-01-23,TV,Electronics,6,1350,8100,North,6900
2024-02-06,Smartphone,Electronics,38,735,27930,West,20330
2024-02-12,Smartwatch,Wearables,18,183,3294,North,-306
2024-01-21,Laptop,Electronics,45,1405,63225,North,54225
2024-02-06,Laptop,Electronics,28,785,21980,South,16380
2024-02-03,Keyboard,Accessories,25,12,300,South,-4700
2024-02-17,Laptop,Electronics,27,863,23301,East,17901
2024-01-31,Smartwatch,Wearables,29,114,3306,South,-2494
2024-02-17,Laptop,Electronics,49,1232,60368,East,50568
2024-01-02,Mouse,Accessories,2,35,70,South,-330
2024-03-01,Smartphone,Electronics,44,786,34584,East,25784
2024-01-05,TV,Electronics,22,1929,42438,North,38038
2024-01-07,Headphones,Accessories,39,142,5538,South,-2262
2024-01-19,Smartphone,Electronics,45,1050,47250,West,38250
2024-02-27,Laptop,Electronics,41,1370,56170,North,47970
2024-02-17,Keyboard,Accessories,28,34,952,North,-4648
2024-02-26,Laptop,Electronics,17,833,14161,West,10761
2024-01-05,Mouse,Accessories,28,73,2044,West,-3556
2024-01-10,Tablet,Electronics,18,353,6354,West,2754
2024-01-14,Mouse,Accessories,20,74,1480,East,-2520
2024-01-17,Tablet,Electronics,4,331,1324,West,524
2024-01-18,Keyboard,Accessories,2,77,154,East,-246
2024-02-04,Smartphone,Electronics,15,728,10920,West,7920
2024-01-31,Tablet,Electronics,5,678,3390,West,2390
2024-01-01,Laptop,Electronics,36,1131,40716,South,33516
2024-02-24,Smartphone,Electronics,11,949,10439,South,8239
2024-01-26,Keyboard,Accessories,30,55,1650,North,-4350
2024-02-21,Mouse,Accessories,6,19,114,South,-1086
2024-02-08,Laptop,Electronics,14,1382,19348,North,16548
2024-01-22,Keyboard,Accessories,49,94,4606,North,-5194
2024-02-28,Laptop,Electronics,47,824,38728,South,29328
2024-02-23,Headphones,Accessories,16,112,1792,South,-1408
2024-02-23,Mouse,Accessories,45,27,1215,East,-7785
2024-01-21,Mouse,Accessories,1,13,13,North,-187
2024-02-27,Smartphone,Electronics,1,802,802,East,602
2024-02-28,Laptop,Electronics,50,1124,56200,South,46200
2024-01-29,Tablet,Electronics,45,428,19260,East,10260
2024-01-24,Headphones,Accessories,2,58,116,North,-284
2024-02-15,Headphones,Accessories,9,146,1314,West,-486
2024-02-06,Headphones,Accessories,49,139,6811,East,-2989
2024-01-21,Smartwatch,Wearables,43,120,5160,North,-3440
2024-01-21,Mouse,Accessories,39,14,546,South,-7254
2024-01-28,Keyboard,Accessories,19,57,1083,West,-2717
2024-01-28,Headphones,Accessories,3,55,165,North,-435
2024-02-24,Smartwatch,Wearables,25,161,4025,East,-975
2024-02-25,Smartwatch,Wearables,13,206,2678,North,78
2024-01-19,Smartphone,Electronics,47,481,22607,East,13207
2024-02-19,Smartphone,Electronics,49,1017,49833,West,40033
2024-01-26,Keyboard,Accessories,34,70,2380,West,-4420
2024-02-12,TV,Electronics,9,2238,20142,North,18342
2024-03-01,Smartphone,Electronics,21,433,9093,North,4893
2024-02-22,Laptop,Electronics,50,736,36800,South,26800
2024-02-28,Keyboard,Accessories,41,48,1968,South,-6232
2024-02-11,Headphones,Accessories,37,103,3811,North,-3589
2024-02-15,Mouse,Accessories,37,11,407,South,-6993
2024-01-04,Headphones,Accessories,25,126,3150,South,-1850
2024-02-16,TV,Electronics,4,2019,8076,East,7276
2024-02-11,Smartwatch,Wearables,23,149,3427,South,-1173
2024-01-15,Headphones,Accessories,13,113,1469,North,-1131
2024-02-08,Smartphone,Electronics,21,1081,22701,East,18501
2024-02-29,Mouse,Accessories,29,40,1160,West,-4640
2024-02-05,Laptop,Electronics,4,911,3644,South,2844
2024-01-24,Headphones,Accessories,17,139,2363,East,-1037
2024-02-25,Smartwatch,Wearables,39,385,15015,East,7215
2024-02-29,Smartwatch,Wearables,10,62,620,North,-1380
2024-01-05,Laptop,Electronics,28,1049,29372,West,23772
2024-02-01,Headphones,Accessories,37,37,1369,East,-6031
2024-02-17,TV,Electronics,9,734,6606,South,4806
2024-02-19,TV,Electronics,50,1707,85350,East,75350
2024-02-05,TV,Electronics,14,1553,21742,South,18942
2024-01-13,TV,Electronics,40,2382,95280,North,87280
2024-01-25,Headphones,Accessories,15,143,2145,West,-855
2024-02-28,Laptop,Electronics,29,967,28043,South,22243
2024-01-17,TV,Electronics,47,823,38681,West,29281
2024-02-26,Keyboard,Accessories,27,41,1107,North,-4293
2024-02-11,TV,Electronics,11,1937,21307,West,19107
2024-01-03,Smartwatch,Wearables,4,155,620,North,-180
2024-02-05,Tablet,Electronics,9,880,7920,North,6120
2024-02-29,Laptop,Electronics,23,1268,29164,West,24564
2024-03-01,Laptop,Electronics,39,1007,39273,North,31473
2024-01-04,Mouse,Accessories,28,9,252,West,-5348
2024-01-06,Keyboard,Accessories,37,28,1036,West,-6364
2024-01-28,Headphones,Accessories,5,53,265,South,-735
2024-01-04,Keyboard,Accessories,35,43,1505,North,-5495
2024-02-04,Mouse,Accessories,16,16,256,North,-2944
2024-02-17,Headphones,Accessories,33,106,3498,East,-3102
2024-02-20,Laptop,Electronics,27,1342,36234,West,30834
2024-01-01,Smartphone,Electronics,8,793,6344,West,4744
2024-01-06,Headphones,Accessories,2,86,172,South,-228
2024-01-31,TV,Electronics,40,2311,92440,East,84440
2024-01-21,Laptop,Electronics,31,1128,34968,North,28768
2024-03-01,Keyboard,Accessories,48,21,1008,West,-8592
2024-01-22,Smartwatch,Wearables,2,172,344,East,-56
2024-02-02,Keyboard,Accessories,47,76,3572,North,-5828
2024-01-28,Tablet,Electronics,17,542,9214,East,5814
2024-01-02,Tablet,Electronics,14,216,3024,East,224
2024-02-27,Smartphone,Electronics,48,1163,55824,North,46224
2024-01-13,Laptop,Electronics,2,1130,2260,East,1860
2024-01-29,Smartphone,Electronics,26,817,21242,East,16042
2024-02-29,Headphones,Accessories,13,110,1430,South,-1170
2024-01-26,Smartphone,Electronics,31,972,30132,North,23932
2024-01-07,Laptop,Electronics,35,1037,36295,North,29295
2024-01-05,Smartphone,Electronics,4,498,1992,South,1192
2024-01-29,TV,Electronics,31,1855,57505,North,51305
2024-01-04,Smartwatch,Wearables,11,233,2563,West,363
2024-02-06,Smartphone,Electronics,37,1030,38110,North,30710
2024-02-07,Tablet,Electronics,22,770,16940,North,12540
2024-01-31,Headphones,Accessories,27,42,1134,East,-4266
2024-02-09,Headphones,Accessories,5,113,565,West,-435
2024-02-17,Laptop,Electronics,20,1413,28260,West,24260
2024-02-24,Keyboard,Accessories,32,51,1632,East,-4768
2024-01-28,TV,Electronics,17,1924,32708,West,29308
2024-02-17,TV,Electronics,14,1515,21210,North,18410
2024-02-17,Smartwatch,Wearables,3,118,354,West,-246
2024-01-13,Tablet,Electronics,49,617,30233,South,20433
2024-01-04,Mouse,Accessories,46,54,2484,North,-6716
2024-01-28,TV,Electronics,15,1880,28200,East,25200
2024-01-21,Tablet,Electronics,14,687,9618,East,6818
2024-02-04,Smartwatch,Wearables,25,174,4350,North,-650
2024-02-04,Tablet,Electronics,33,210,6930,South,330
2024-02-20,TV,Electronics,38,2467,93746,West,86146
2024-02-02,Laptop,Electronics,22,1010,22220,South,17820
2024-02-13,Smartwatch,Wearables,18,60,1080,South,-2520
2024-02-23,Laptop,Electronics,47,1354,63638,South,54238
2024-02-01,Keyboard,Accessories,31,49,1519,South,-4681
2024-02-01,Smartphone,Electronics,37,507,18759,South,11359
2024-01-02,Laptop,Electronics,29,1426,41354,North,35554
2024-01-19,Tablet,Electronics,39,338,13182,West,5382
2024-01-30,Laptop,Electronics,50,734,36700,West,26700
2024-02-25,Tablet,Electronics,26,479,12454,South,7254
2024-02-29,Laptop,Electronics,20,1077,21540,North,17540
2024-02-27,Smartwatch,Wearables,3,112,336,East,-264
2024-02-03,Keyboard,Accessories,44,97,4268,North,-4532
2024-01-18,Smartphone,Electronics,28,1104,30912,East,25312
2024-01-04,Mouse,Accessories,32,72,2304,West,-4096
2024-02-10,TV,Electronics,4,1885,7540,South,6740
2024-01-16,Smartphone,Electronics,46,464,21344,East,12144
2024-01-25,Headphones,Accessories,28,53,1484,South,-4116
2024-02-08,Smartphone,Electronics,43,743,31949,North,23349
2024-02-15,Smartphone,Electronics,24,771,18504,North,13704
2024-01-14,Smartphone,Electronics,48,832,39936,North,30336
2024-02-25,Keyboard,Accessories,4,73,292,South,-508
2024-01-11,Smartphone,Electronics,11,540,5940,East,3740
2024-01-18,Tablet,Electronics,7,657,4599,North,3199
2024-02-21,Tablet,Electronics,12,713,8556,South,6156
2024-02-23,Keyboard,Accessories,29,48,1392,West,-4408
2024-01-11,Tablet,Electronics,25,404,10100,North,5100
2024-01-25,Laptop,Electronics,16,1392,22272,South,19072
2024-01-24,TV,Electronics,47,1355,63685,West,54285
2024-02-12,Headphones,Accessories,43,21,903,East,-7697
2024-02-04,Headphones,Accessories,21,61,1281,South,-2919
2024-02-19,Headphones,Accessories,3,37,111,South,-489
2024-01-16,Smartphone,Electronics,41,942,38622,East,30422
2024-01-31,Mouse,Accessories,39,56,2184,West,-5616
2024-02-03,Keyboard,Accessories,35,54,1890,North,-5110
2024-01-25,Smartwatch,Wearables,10,184,1840,East,-160
2024-01-04,Smartphone,Electronics,10,480,4800,West,2800
2024-02-16,Laptop,Electronics,43,1317,56631,South,48031
2024-02-08,TV,Electronics,32,626,20032,North,13632
2024-01-24,Smartwatch,Wearables,39,247,9633,South,1833
2024-02-15,Smartphone,Electronics,36,965,34740,East,27540
2024-01-16,Laptop,Electronics,2,1029,2058,West,1658
2024-01-16,TV,Electronics,10,1610,16100,East,14100
2024-02-10,Tablet,Electronics,41,301,12341,North,4141
2024-02-18,Headphones,Accessories,12,54,648,West,-1752
2024-03-01,Headphones,Accessories,19,129,2451,West,-1349
2024-01-03,Tablet,Electronics,18,589,10602,East,7002
2024-01-16,Laptop,Electronics,10,1083,10830,West,8830
2024-01-12,Mouse,Accessories,27,58,1566,North,-3834
2024-01-24,Laptop,Electronics,34,1287,43758,East,36958
2024-01-27,TV,Electronics,42,531,22302,North,13902
2024-02-26,Smartphone,Electronics,9,423,3807,South,2007
2024-02-10,Smartwatch,Wearables,31,80,2480,East,-3720
2024-01-18,Headphones,Accessories,11,45,495,North,-1705
2024-01-13,Laptop,Electronics,18,965,17370,North,13770
2024-02-02,Smartwatch,Wearables,43,305,13115,South,4515
2024-02-03,Laptop,Electronics,33,1482,48906,West,42306
2024-02-22,Smartphone,Electronics,46,841,38686,West,29486
2024-01-23,Smartwatch,Wearables,9,93,837,West,-963
2024-01-08,Keyboard,Accessories,7,95,665,West,-735
2024-02-27,Laptop,Electronics,22,996,21912,West,17512
2024-01-17,Smartwatch,Wearables,35,275,9625,West,2625
2024-02-01,Smartphone,Electronics,24,845,20280,East,15480
2024-01-21,Keyboard,Accessories,23,88,2024,South,-2576
2024-02-21,TV,Electronics,18,660,11880,South,8280
2024-02-02,Laptop,Electronics,25,1028,25700,North,20700
2024-01-05,Smartphone,Electronics,37,376,13912,North,6512
2024-02-07,TV,Electronics,28,729,20412,West,14812
2024-01-13,Smartphone,Electronics,5,852,4260,North,3260
2024-02-16,TV,Electronics,49,2104,103096,North,93296
2024-02-14,Smartphone,Electronics,8,1124,8992,West,7392
2024-02-16,Mouse,Accessories,29,29,841,West,-4959
2024-02-20,Headphones,Accessories,23,126,2898,North,-1702
2024-02-14,Headphones,Accessories,25,21,525,South,-4475
2024-02-14,Smartphone,Electronics,2,1194,2388,North,1988
2024-01-10,Laptop,Electronics,42,1020,42840,East,34440
2024-02-17,Smartwatch,Wearables,35,182,6370,North,-630
2024-02-16,Smartphone,Electronics,12,853,10236,North,7836
2024-01-24,Tablet,Electronics,46,295,13570,West,4370
2024-02-01,Keyboard,Accessories,15,27,405,East,-2595
2024-02-17,Smartwatch,Wearables,15,251,3765,South,765
2024-02-24,Mouse,Accessories,35,71,2485,West,-4515
2024-02-05,Smartwatch,Wearables,1,100,100,South,-100
2024-01-13,TV,Electronics,37,2031,75147,South,67747
2024-02-24,Smartphone,Electronics,29,1197,34713,West,28913
2024-01-23,Smartwatch,Wearables,44,276,12144,South,3344
2024-01-14,TV,Electronics,19,954,18126,West,14326
2024-02-27,Mouse,Accessories,48,77,3696,South,-5904
2024-01-29,Keyboard,Accessories,48,71,3408,South,-6192
2024-01-29,Keyboard,Accessories,19,15,285,East,-3515
2024-02-27,Laptop,Electronics,48,988,47424,East,37824
2024-02-27,Tablet,Electronics,42,883,37086,North,28686
2024-01-28,TV,Electronics,41,2235,91635,North,83435
2024-01-08,Smartwatch,Wearables,4,225,900,East,100
2024-02-01,Smartphone,Electronics,33,878,28974,South,22374
2024-01-30,Laptop,Electronics,5,1111,5555,West,4555
2024-02-22,Headphones,Accessories,41,74,3034,North,-5166
2024-01-09,Smartphone,Electronics,41,342,14022,South,5822
2024-02-18,Laptop,Electronics,48,1086,52128,East,42528
2024-01-22,Tablet,Electronics,3,573,1719,South,1119
2024-02-15,Tablet,Electronics,3,321,963,North,363
2024-01-30,Tablet,Electronics,22,858,18876,North,14476
2024-02-12,Smartphone,Electronics,7,641,4487,East,3087
2024-01-28,Keyboard,Accessories,45,11,495,North,-8505
2024-01-01,TV,Electronics,35,2170,75950,North,68950
2024-01-23,Headphones,Accessories,10,62,620,West,-1380
2024-01-06,Keyboard,Accessories,5,95,475,West,-525
2024-01-07,Mouse,Accessories,18,6,108,North,-3492
2024-02-02,Keyboard,Accessories,17,94,1598,South,-1802
2024-02-29,Mouse,Accessories,4,49,196,East,-604
2024-02-16,Mouse,Accessories,9,64,576,North,-1224
2024-02-23,Smartphone,Electronics,11,444,4884,North,2684
2024-02-28,Headphones,Accessories,1,150,150,East,-50
2024-01-04,Smartphone,Electronics,38,1014,38532,South,30932
2024-01-12,Smartphone,Electronics,43,647,27821,South,19221
2024-01-03,Keyboard,Accessories,27,71,1917,East,-3483
2024-02-11,Keyboard,Accessories,26,57,1482,West,-3718
2024-01-06,Laptop,Electronics,3,1144,3432,West,2832
2024-01-26,Tablet,Electronics,34,319,10846,East,4046
2024-02-17,Mouse,Accessories,49,27,1323,West,-8477
2024-01-26,Tablet,Electronics,30,597,17910,North,11910
2024-01-21,Mouse,Accessories,10,45,450,East,-1550
2024-02-19,Keyboard,Accessories,24,97,2328,South,-2472
2024-02-19,Smartphone,Electronics,3,1113,3339,East,2739
2024-01-03,Headphones,Accessories,31,43,1333,South,-4867
2024-01-06,Smartphone,Electronics,1,469,469,East,269
2024-02-01,Keyboard,Accessories,3,41,123,East,-477
2024-01-31,TV,Electronics,13,596,7748,South,5148
2024-02-03,Laptop,Electronics,31,1444,44764,South,38564
2024-02-20,Tablet,Electronics,6,609,3654,South,2454
2024-01-08,Smartphone,Electronics,43,362,15566,North,6966
2024-02-03,Mouse,Accessories,38,20,760,North,-6840
2024-02-26,Tablet,Electronics,43,561,24123,East,15523
2024-01-09,Headphones,Accessories,44,71,3124,East,-5676
2024-02-11,Mouse,Accessories,17,68,1156,West,-2244
2024-02-17,Mouse,Accessories,10,36,360,East,-1640
2024-01-08,Headphones,Accessories,12,72,864,West,-1536
2024-01-09,Laptop,Electronics,24,1442,34608,West,29808
2024-02-20,Keyboard,Accessories,23,22,506,North,-4094
2024-01-30,Smartwatch,Wearables,28,174,4872,West,-728
2024-01-25,Smartwatch,Wearables,10,136,1360,South,-640
2024-01-15,Smartwatch,Wearables,21,323,6783,North,2583
2024-02-04,Headphones,Accessories,23,130,2990,West,-1610
2024-01-29,Smartphone,Electronics,20,784,15680,West,11680
2024-02-27,Headphones,Accessories,47,29,1363,South,-8037
2024-02-05,Headphones,Accessories,50,53,2650,South,-7350
2024-01-26,Keyboard,Accessories,38,78,2964,West,-4636
2024-02-19,Smartphone,Electronics,26,794,20644,West,15444
2024-02-27,Laptop,Electronics,12,810,9720,East,7320
2024-01-24,TV,Electronics,29,2343,67947,South,62147
2024-02-28,TV,Electronics,24,1832,43968,East,39168
2024-01-16,Mouse,Accessories,34,78,2652,West,-4148
2024-01-12,Tablet,Electronics,2,676,1352,South,952
2024-03-01,Mouse,Accessories,8,61,488,North,-1112
2024-02-29,Headphones,Accessories,23,115,2645,West,-1955
2024-01-03,Headphones,Accessories,13,126,1638,East,-962
2024-02-24,TV,Electronics,25,2298,57450,South,52450
2024-01-01,Smartphone,Electronics,9,445,4005,West,2205
2024-03-01,Mouse,Accessories,4,56,224,West,-576
2024-01-25,Laptop,Electronics,48,802,38496,West,28896
2024-02-08,Laptop,Electronics,6,1455,8730,North,7530
2024-01-17,Smartphone,Electronics,47,1101,51747,East,42347
2024-02-26,Tablet,Electronics,13,412,5356,East,2756
2024-02-07,TV,Electronics,48,1854,88992,East,79392
2024-03-01,Laptop,Electronics,11,990,10890,North,8690
2024-01-19,Smartphone,Electronics,17,952,16184,South,12784
2024-01-07,Headphones,Accessories,34,131,4454,West,-2346
2024-02-01,Laptop,Electronics,24,740,17760,West,12960
2024-02-18,Keyboard,Accessories,38,51,1938,East,-5662
2024-02-14,Smartwatch,Wearables,15,81,1215,North,-1785
2024-02-19,TV,Electronics,18,590,10620,East,7020
2024-01-01,Headphones,Accessories,22,43,946,East,-3454
2024-02-14,Laptop,Electronics,6,731,4386,East,3186
2024-02-20,TV,Electronics,32,2227,71264,East,64864
2024-02-18,Headphones,Accessories,23,77,1771,West,-2829
2024-02-19,Smartphone,Electronics,31,326,10106,North,3906
2024-01-04,Laptop,Electronics,30,1120,33600,North,27600
2024-01-26,Keyboard,Accessories,12,13,156,North,-2244
2024-02-13,Laptop,Electronics,4,1371,5484,West,4684
2024-02-20,Mouse,Accessories,25,18,450,East,-4550
2024-03-01,Headphones,Accessories,20,137,2740,North,-1260
2024-01-08,Headphones,Accessories,13,105,1365,West,-1235
2024-01-03,Laptop,Electronics,46,741,34086,East,24886
2024-02-23,Laptop,Electronics,1,775,775,West,575
2024-01-06,Mouse,Accessories,31,27,837,South,-5363
2024-01-20,Laptop,Electronics,43,1138,48934,South,40334
2024-01-27,Keyboard,Accessories,7,69,483,West,-917
2024-02-20,Keyboard,Accessories,35,29,1015,East,-5985
2024-02-27,Smartphone,Electronics,4,474,1896,West,1096
2024-01-09,Headphones,Accessories,5,123,615,East,-385
2024-02-07,Mouse,Accessories,48,25,1200,South,-8400
2024-02-09,Laptop,Electronics,26,1008,26208,North,21008
2024-02-23,Laptop,Electronics,2,1364,2728,South,2328
2024-02-22,Tablet,Electronics,48,799,38352,South,28752
2024-01-08,Smartwatch,Wearables,7,159,1113,West,-287
2024-02-16,Tablet,Electronics,40,652,26080,West,18080
2024-01-15,Mouse,Accessories,50,32,1600,South,-8400
2024-02-06,Smartphone,Electronics,10,575,5750,South,3750
2024-02-12,Mouse,Accessories,42,50,2100,West,-6300
2024-01-09,Tablet,Electronics,26,781,20306,West,15106
2024-01-22,Headphones,Accessories,24,74,1776,West,-3024
2024-01-25,Tablet,Electronics,3,849,2547,East,1947
2024-02-27,Keyboard,Accessories,29,42,1218,North,-4582
2024-02-08,Tablet,Electronics,46,364,16744,North,7544
2024-02-02,Smartphone,Electronics,11,1143,12573,East,10373
2024-02-03,Tablet,Electronics,2,217,434,North,34
2024-02-17,Tablet,Electronics,33,589,19437,East,12837
2024-02-21,Headphones,Accessories,10,125,1250,North,-750
2024-02-13,Laptop,Electronics,50,1438,71900,West,61900
2024-01-23,TV,Electronics,42,1120,47040,East,38640
2024-02-03,Keyboard,Accessories,17,57,969,South,-2431
2024-01-25,Mouse,Accessories,3,63,189,West,-411
2024-01-19,Mouse,Accessories,40,50,2000,East,-6000
2024-02-10,TV,Electronics,37,1713,63381,South,55981
2024-01-24,Smartwatch,Wearables,16,371,5936,East,2736
2024-01-07,Smartphone,Electronics,39,663,25857,East,18057
2024-01-20,Headphones,Accessories,38,67,2546,North,-5054
